Print ISSN,E-ISSN,Field,Journal Title,Publisher,AJG 2024
1475-8962,1740-2808,SECTOR,International Journal of Sport Management and Marketing,Inderscience Publishers,1
1940-6940,1940-6959,SECTOR,International Journal of Sport Policy and Politics,Taylor & Francis,1
1464-6668,1464-6668,SECTOR,International Journal of Sports Marketing and Sponsorship,Emerald,1
1938-8160,1938-8179,SECTOR,Journal of China Tourism Research,Taylor & Francis,1
0959-6526,1879-1786,SECTOR,Journal of Cleaner Production,Elsevier,1
1547-0148,1547-0156,SECTOR,Journal of Convention and Event Tourism,Taylor & Francis,1
2212-571X,2212-5752,SECTOR,Journal of Destination Marketing and Management,Elsevier,1
1472-4049,1747-7638,SECTOR,Journal of Ecotourism,Taylor & Francis,1
1537-8020,1537-8039,SECTOR,Journal of Foodservice Business Research,Taylor & Francis,1
1743-873X,1747-6631,SECTOR,Journal of Heritage Tourism,Taylor & Francis,1
1096-3758,2325-6540,SECTOR,Journal of Hospitality and Tourism Education,Taylor & Francis,1
1757-9880,1757-9899,SECTOR,Journal of Hospitality and Tourism Technology,Emerald,1
1936-8623,1936-8631,SECTOR,Journal of Hospitality Marketing and Management,Taylor & Francis,1
1473-8376,1473-8376,SECTOR,"Journal of Hospitality, Leisure, Sport and Tourism Education",Elsevier,1
1533-2845,1533-2853,SECTOR,Journal of Human Resources in Hospitality and Tourism,Taylor & Francis,1
1652-2354,2376-2977,SECTOR,Journal of Media Business Studies,Taylor & Francis,1
2213-0780,2213-0799,SECTOR,Journal of Outdoor Recreation and Tourism,Elsevier,1
1940-7963,1940-7971,SECTOR,"Journal of Policy Research in Tourism, Leisure and Events",Taylor & Francis,1
1528-008X,,SECTOR,Journal of Quality Assurance in Hospitality and Tourism,Taylor & Francis,1
1477-5085,1029-5399,SECTOR,Journal of Sport and Tourism,Taylor & Francis,1
0040-5000,1754-2340,SECTOR,Journal of the Textile Institute,Taylor & Francis,1
0022-5258,1754-5951,SECTOR,Journal of Transport Economics and Policy,University of Bath,1
1356-7667,1479-1870,SECTOR,Journal of Vacation Marketing,SAGE,1
2375-0472,2375-0480,SECTOR,Managing Leisure: An International Journal,Taylor & Francis,1
0738-1360,2334-5985,SECTOR,Marine Resource Economics,University of Chicago Press,1
1479-2931,1479-294X,SECTOR,Maritime Economics and Logistics,Springer Nature,1
1048-6682,1542-7854,SECTOR,Non-Profit Management & Leadership,Wiley-Blackwell,1
0034-6659,0034-6659,SECTOR,Nutrition and Food Science,Emerald,1
2529-959X,1695-7121,SECTOR,PASOS Journal of Tourism and Cultural Heritage,Revista PASOS,1
0263-7472,0263-7472,SECTOR,Property Management,Emerald,1
1862-8516,1862-8508,SECTOR,Service Business,Springer Nature,1
1061-6934,1557-2528,SECTOR,Sport Marketing Quarterly,FiT Publishing,1
2042-678X,2042-6798,SECTOR,"Sport, Business and Management: An International Journal",Emerald,1
0308-5961,1879-3258,SECTOR,Telecommunications Policy,Elsevier,1
1660-5373,1759-8451,SECTOR,Tourism Review,Emerald,1
1098-304X,1943-4146,SECTOR,"Tourism, Culture and Communication",Cognizant Communication Corporation,1
1332-7461,1849-1545,SECTOR,Tourism: An International Interdisciplinary Journal,Institute for Tourism & Croatian Tourist Board,1
1468-7976,1741-3206,SECTOR,Tourist Studies,SAGE,1
0957-1787,1878-4356,SECTOR,Utilities Policy,Elsevier,1
1064-5578,1934-7715,SECTOR,Visitor Studies,Taylor & Francis,1
1607-8055,2333-4509,SECTOR,World Leisure Journal,Taylor & Francis,1
1755-4217,1755-4225,SECTOR,Worldwide Hospitality and Tourism Themes,Emerald,1
0092-5853,1540-5907,SOC SCI,American Journal of Political Science,Wiley-Blackwell,4*
0002-9602,1537-5390,SOC SCI,American Journal of Sociology,University of Chicago Press,4*
0003-0554,1537-5943,SOC SCI,American Political Science Review,Cambridge University Press,4*
0003-1224,1939-8271,SOC SCI,American Sociological Review,SAGE,4*
0360-0572,1545-2115,SOC SCI,Annual Review of Sociology,Annual Reviews Inc.,4*
0263-7758,1472-3433,SOC SCI,Environment and Planning D: Society and Space,SAGE,4
0020-8183,1531-5088,SOC SCI,International Organization,Cambridge University Press,4
0020-8833,1468-2478,SOC SCI,International Studies Quarterly,Oxford University Press,4
0022-3816,1468-2508,SOC SCI,Journal of Politics,University of Chicago Press,4
0272-4332,1539-6924,SOC SCI,Risk Analysis,Wiley-Blackwell,4
0277-9536,1873-5347,SOC SCI,Social Science and Medicine,Elsevier,4
1475-1461,1475-147X,SOC SCI,Socio-Economic Review,Oxford University Press,4
0038-0385,1469-8684,SOC SCI,Sociology,SAGE,4
0066-4812,1467-8330,SOC SCI,Antipode,Wiley-Blackwell,3
0007-1315,1468-4446,SOC SCI,British Journal of Sociology,Wiley-Blackwell,3
0964-4733,1099-0836,SOC SCI,Business Strategy and the Environment,Wiley-Blackwell,3
0012-155X,1467-7660,SOC SCI,Development and Change,Wiley-Blackwell,3
0308-5147,1469-5766,SOC SCI,Economy and Society,Taylor & Francis,3
0261-3794,1873-6890,SOC SCI,Electoral Studies,Elsevier,3
0013-936X,1520-5851,SOC SCI,Environmental Science & Technology,American Chemical Society,3
1462-9011,1873-6416,SOC SCI,Environmental Science and Policy,Elsevier,3
0266-7215,1468-2672,SOC SCI,European Sociological Review,Oxford University Press,3
1470-2266,1471-0374,SOC SCI,Global Networks,Wiley-Blackwell,3
0960-6491,1464-3650,SOC SCI,Industrial and Corporate Change,Oxford University Press,3
1753-0350,1753-0369,SOC SCI,Journal of Cultural Economy,Taylor & Francis,3
0022-0388,1743-9140,SOC SCI,Journal of Development Studies,Taylor & Francis,3
0301-4797,1095-8630,SOC SCI,Journal of Environmental Management,Elsevier,3
0958-9287,1461-7269,SOC SCI,Journal of European Social Policy,SAGE,3
0047-2794,1469-7823,SOC SCI,Journal of Social Policy,Cambridge University Press,3
1356-3467,1469-9923,SOC SCI,New Political Economy,Taylor & Francis,3
0032-3292,1552-7514,SOC SCI,Politics and Society,SAGE,3
0309-1325,1477-0288,SOC SCI,Progress in Human Geography,SAGE,3
0033-362X,1537-5331,SOC SCI,Public Opinion Quarterly,Oxford University Press,3
1554-0626,1554-0634,SOC SCI,Quarterly Journal of Political Science,Now Publishers Inc.,3
0276-5624,1878-5654,SOC SCI,Research in Social Stratification and Mobility,Elsevier,3
0969-2290,1466-4526,SOC SCI,Review of International Political Economy,Taylor & Francis,3
0037-7732,1534-7605,SOC SCI,Social Forces,Oxford University Press,3
0049-089X,1096-0317,SOC SCI,Social Science Research,Elsevier,3
0081-1750,1467-9531,SOC SCI,Sociological Methodology,SAGE,3
0038-0261,1467-954X,SOC SCI,Sociological Review,SAGE,3
0141-9889,1467-9566,SOC SCI,Sociology of Health and Illness,Wiley-Blackwell,3
0263-2764,1460-3616,SOC SCI,"Theory, Culture and Society",SAGE,3
0140-2382,1743-9655,SOC SCI,West European Politics,Taylor & Francis,3
0305-750X,1873-5991,SOC SCI,World Development,Elsevier,3
0002-9246,1536-7150,SOC SCI,American Journal of Economics and Sociology,Wiley-Blackwell,2
0309-8168,2041-0980,SOC SCI,Capital and Class,SAGE,2
0261-0183,1461-703X,SOC SCI,Critical Social Policy,SAGE,2
0011-3921,1461-7064,SOC SCI,Current Sociology,SAGE,2
1356-3890,1461-7153,SOC SCI,Evaluation,SAGE,2
0016-3287,1873-6378,SOC SCI,Futures,Elsevier,2
0016-7185,1872-9398,SOC SCI,Geoforum,Elsevier,2
0197-3975,1873-5428,SOC SCI,Habitat International,Elsevier,2
0018-7259,1938-3525,SOC SCI,Human Organization,Taylor & Francis,2
1369-118X,1468-4462,SOC SCI,Information Communication and Society,Taylor & Francis,2
1446-8956,1758-8553,SOC SCI,International Journal of Development Issues,Emerald,2
1543-5075,1543-5083,SOC SCI,International Journal of Green Energy,Taylor & Francis,2
0268-5809,1461-7242,SOC SCI,International Sociology,SAGE,2
0021-9460,2754-205X,SOC SCI,Journal of Business Law,Sweet & Maxwell,2
0168-7034,1573-0700,SOC SCI,Journal of Consumer Policy,Springer Nature,2
1369-183X,1469-9451,SOC SCI,Journal of Ethnic and Migration Studies,Taylor & Francis,2
1088-1980,1530-9290,SOC SCI,Journal of Industrial Ecology,Wiley-Blackwell,2
0263-323X,1467-6478,SOC SCI,Journal of Law and Society,Wiley-Blackwell,2
1366-9877,1466-4461,SOC SCI,Journal of Risk Research,Taylor & Francis,2
0023-5962,1467-6435,SOC SCI,Kyklos,Wiley-Blackwell,2
0264-8377,1873-5754,SOC SCI,Land Use Policy,Elsevier,2
0031-2290,1460-2482,SOC SCI,Parliamentary Affairs,Oxford University Press,2
0032-3179,1467-923X,SOC SCI,Political Quarterly,Wiley-Blackwell,2
0032-3217,1467-9248,SOC SCI,Political Studies,SAGE,2
0958-2029,1471-5449,SOC SCI,Research Evaluation,Oxford University Press,2
0034-6764,1470-1162,SOC SCI,Review of Social Economy,Taylor & Francis,2
0925-7535,1879-1042,SOC SCI,Safety Science,Elsevier,2
0302-3427,1471-5430,SOC SCI,Science and Public Policy,Oxford University Press,2
0036-8237,1943-2801,SOC SCI,Science and Society,Guilford Press,2
0971-7218,0973-0796,SOC SCI,"Science, Technology and Society",SAGE,2
0378-8733,1879-2111,SOC SCI,Social Networks,Elsevier,2
1746-5680,1746-5699,SOC SCI,Society and Business Review,Emerald,2
0160-791X,1879-3274,SOC SCI,Technology in Society,Elsevier,2
0961-463X,1461-7463,SOC SCI,Time and Society,SAGE,2
0004-0894,1475-4762,SOC SCI,Area,Wiley-Blackwell,1
2056-4945,2056-4953,SOC SCI,Arts and the Market,Emerald,1
1610-2932,1612-1031,SOC SCI,Asia Europe Journal,Springer Nature,1
0009-4455,0973-063X,SOC SCI,China Report,SAGE,1
0973-1849,2249-5320,SOC SCI,Contemporary Education Dialogue,SAGE,1
1998-6041,1998-605X,SOC SCI,Environmental Economics,Business Perspectives,1
0141-9870,1466-4356,SOC SCI,Ethnic and Racial Studies,Taylor & Francis,1
0193-841X,1552-3926,SOC SCI,Evaluation Review,SAGE,1
0016-7398,1475-4959,SOC SCI,Geographical Journal,Wiley-Blackwell,1
2543-5493,2543-9820,SOC SCI,Geopolitics under Globalization,Business Perspectives,1
2073-7203,2073-7211,SOC SCI,"Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom / State, Religion and Church in Russia and Worldwide",The Russian Academy of National Economy and Public Administration (RANEPA),1
1756-0616,1876-763X,SOC SCI,"International Journal of Law, Crime and Justice",Elsevier,1
0144-333X,1758-6720,SOC SCI,International Journal of Sociology and Social Policy,Emerald,1
1750-4090,1750-4104,SOC SCI,International Journal of Tourism Policy,Inderscience Publishers,1
0197-9183,1747-7379,SOC SCI,International Migration Review,Wiley-Blackwell,1
2347-7970,2349-0039,SOC SCI,Journal of Asian Security and International Affairs,SAGE,1
2194-6353,1948-1837,SOC SCI,Journal of Globalization and Development,Walter de Gruyter,1
2632-279X,2632-279X,SOC SCI,Journal of Humanities and Applied Social Sciences,Emerald,1
2071-8330,2306-3483,SOC SCI,Journal of International Studies,Centre of Sociological Research,1
1935-2611,1935-262X,SOC SCI,Journal of Leadership Studies,Wiley-Blackwell,1
1028-3153,1552-7808,SOC SCI,Journal of Studies in International Education,SAGE,1
2151-5581,2151-559X,SOC SCI,Journal of Trust Research,Taylor & Francis,1
1477-7835,1477-7835,SOC SCI,Management of Environmental Quality,Emerald,1
0976-3996,2321-7081,SOC SCI,Millennial Asia,SAGE,1
1780-9231,1782-1452,SOC SCI,Négociations,De Boeck Supérieur,1
1740-3812,2052-9597,SOC SCI,Philosophy of Management,Springer Nature,1
0032-2687,1573-0891,SOC SCI,Policy Sciences,Springer Nature,1
0032-4728,1477-4747,SOC SCI,Population Studies,Taylor & Francis,1
1464-9934,1477-027X,SOC SCI,Progress in Development Studies,SAGE,1
1918-7173,1918-7181,SOC SCI,Review of European Studies,Canadian Center of Science and Education,1
,2446-9580,SOC SCI,Revista Produção e Desenvolvimento,Cefet-RJ,1
2405-8726,2405-8718,SOC SCI,"She Ji: The Journal of Design, Economics, and Innovation",Elsevier,1
2321-0230,2321-7472,SOC SCI,Studies in Indian Politics,SAGE,1
2666-1888,2666-1888,SOC SCI,Sustainable Futures,Elsevier,1
2516-6026,2516-6034,SOC SCI,The International Journal of Community and Social Development,SAGE,1
0020-2754,1475-5661,SOC SCI,Transactions of the Institute of British Geographers,Wiley-Blackwell,1
2001-5992,,SOC SCI,Valuation Studies,Linköping University Electronic Press,1
2701-4193,2701-4207,SOC SCI,Z'GuG Zeitschrift für Gemeinwirtschaft und Gemeinwohl - Journal of Social Economy and Social Welfare,Nomos Verlagsgesellschaft mbH und Co,1
0143-2095,1097-0266,STRAT,Strategic Management Journal,Wiley-Blackwell,4*
2042-5791,2042-5805,STRAT,Global Strategy Journal,Wiley-Blackwell,4
0024-6301,1873-1872,STRAT,Long Range Planning,Elsevier,4
1476-1270,1741-315X,STRAT,Strategic Organization,SAGE,3
2333-2050,2333-2077,STRAT,Strategy Science,Institute for Operations Research and the Management Sciences,3
0742-3322,,STRAT,Advances in Strategic Management,Emerald,2
2444-8451,2444-8494,STRAT,European Journal of Management and Business Economics,Emerald,2
1804-171X,1804-1728,STRAT,Journal of Competitiveness,Tomas Bata University in Zlín,2
1058-6407,1530-9134,STRAT,Journal of Economics and Management Strategy,Wiley-Blackwell,2
,2245-408X,STRAT,Journal of Organization Design,Springer Nature,2
1086-1718,1099-1697,STRAT,Strategic Change,Wiley-Blackwell,2
0953-7325,1465-3990,STRAT,Technology Analysis and Strategic Management,Taylor & Francis,2
2658-0845,2658-2430,STRAT,Central European Management Journal,Emerald,1
1463-6689,1465-9832,STRAT,Foresight,Emerald,1
1947-8569,1947-8577,STRAT,International Journal of Strategic Decision Sciences,IGI Global Publishing,1
0972-7981,2049-3207,STRAT,Journal of Advances in Management Research,Emerald,1
,2246-2465,STRAT,Journal of Business Models,Business Design Lab,1
0275-6668,0275-6668,STRAT,Journal of Business Strategy,Emerald,1
1469-7017,1479-1811,STRAT,Journal of Change Management,Taylor & Francis,1
1472-5967,1741-0983,STRAT,Journal of Facilities Management,Emerald,1
2055-5636,2055-5644,STRAT,Journal of Strategic Contracting and Negotiation,SAGE,1
1755-425X,1755-4268,STRAT,Journal of Strategy and Management,Emerald,1
,1286-4692,STRAT,M@n@gement,Association Internationale de Management Stratégique,1
2198-1620,2198-1639,STRAT,Management Review Quarterly,Springer Nature,1
1750-4708,1750-4716,STRAT,Negotiation and Conflict Management Research,International Association for Conflict Management,1
1806-4892,1983-0807,STRAT,Revista Brasileira de Gestão de Negócios,Fundação Escola de Comércio Álvares Penteado (FECAP),1
1087-8572,1087-8572,STRAT,Strategy and Leadership,Emerald,1
