ISBN,Unformatted ISBN,Book Title,ISSN,Volume,Supplement,Series Title,Year,Available Online,Shortcut URL,Publication Type,Imprint
978-0-12-666260-3,9780126662603,Metabolic Engineering,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780126662603,Book,Academic Press
978-0-12-552110-9,9780125521109,All About Albumin,,,,,1995,2007/5/9,https://www.sciencedirect.com/science/book/9780125521109,Book,Academic Press
978-0-12-722441-1,9780127224411,The Kidney: From Normal Development to Congenital Disease,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780127224411,Book,Academic Press
978-0-12-439510-7,9780124395107,Myelin Biology and Disorders,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780124395107,Book,Academic Press
978-0-12-624960-6,9780126249606,Ex Vivo Cell Therapy,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780126249606,Book,Academic Press
978-0-12-673842-1,9780126738421,Organometallic Vapor-Phase Epitaxy (Second Edition),,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780126738421,Book,Academic Press
978-0-12-557180-7,9780125571807,The Origins of Agriculture in the Lowland Neotropics,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780125571807,Book,Academic Press
978-0-12-710001-2,9780127100012,Grazing Management (Second Edition),,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780127100012,Book,Academic Press
978-0-12-676757-5,9780126767575,Emerging Technologies for Food Processing,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780126767575,Book,Academic Press
978-0-12-651645-6,9780126516456,Heterogeneous Catalysis in Organic Chemistry,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780126516456,Book,Academic Press
978-0-12-526451-8,9780125264518,Macrolide Antibiotics (Second Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780125264518,Book,Academic Press
978-0-12-709130-3,9780127091303,Boxing,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780127091303,Book,Academic Press
978-0-12-444562-8,9780124445628,The Ovary (Second Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780124445628,Book,Academic Press
978-0-12-627255-0,9780126272550,Detecting Ecological Impacts,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780126272550,Book,Academic Press
978-0-12-520026-4,9780125200264,Physicochemical and Environmental Plant Physiology (Third Edition),,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780125200264,Book,Academic Press
978-0-12-520915-1,9780125209151,Plant Cell Death Processes,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780125209151,Book,Academic Press
978-0-12-648860-9,9780126488609,Handbook of Developmental Neurotoxicology,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780126488609,Book,Academic Press
978-0-12-528628-2,9780125286282,Identification of Pathological Conditions in Human Skeletal Remains (Second Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780125286282,Book,Academic Press
978-0-12-475655-7,9780124756557,Neurobiology of Learning and Memory,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780124756557,Book,Academic Press
978-0-12-678957-7,9780126789577,Mechanisms of Memory,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780126789577,Book,Academic Press
978-0-12-670960-5,9780126709605,Carbohydrates,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780126709605,Book,Academic Press
978-0-12-589762-4,9780125897624,Primer on the Autonomic Nervous System (Second Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780125897624,Book,Academic Press
978-0-12-604490-4,9780126044904,Nonlinear Computer Modeling of Chemical and Biochemical Data,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780126044904,Book,Academic Press
978-0-08-044269-3,9780080442693,Advances in the Science of Victorian Brown Coal,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080442693,Book,Elsevier Science
978-0-08-044045-3,9780080440453,An End to Global Warming,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780080440453,Book,Pergamon
978-0-08-044056-9,9780080440569,"Choice, Behavioural Economics and Addiction",,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780080440569,Book,Pergamon
978-0-08-044162-7,9780080441627,Fuels of Opportunity,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080441627,Book,Elsevier
978-0-08-044164-1,9780080441641,Recrystallization and Related Annealing Phenomena (Second Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080441641,Book,Elsevier
978-0-08-044166-5,9780080441665,Towards a Thermodynamic Theory for Ecological Systems,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080441665,Book,Pergamon
978-0-08-044373-7,9780080443737,Nano and Microstructural Design of Advanced Materials,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780080443737,Book,Elsevier Science Ltd
978-0-08-044209-9,9780080442099,On the Psychobiology of Personality,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080442099,Book,Elsevier
978-0-08-043958-7,9780080439587,Structural Chemistry of Glasses,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780080439587,Book,Elsevier Science Ltd
978-0-08-044271-6,9780080442716,Vibration of Laminated Shells and Plates,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080442716,Book,Academic Press
978-0-08-044401-7,9780080444017,Performance and Durability Assessment,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080444017,Book,Elsevier
978-0-08-044288-4,9780080442884,The Chemistry of Radical Polymerization (Second Edition),,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080442884,Book,Elsevier Science Ltd
978-0-08-044351-5,9780080443515,Bioenergy Options for a Cleaner Environment,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080443515,Book,Elsevier
978-0-08-044198-6,9780080441986,The International Handbook on Innovation,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780080441986,Book,Pergamon
978-0-08-043713-2,9780080437132,New Carbons - Control of Structure and Functions,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780080437132,Book,Elsevier Science
978-0-08-042683-9,9780080426839,Carbon Materials for Advanced Technologies,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780080426839,Book,Elsevier Science Ltd
978-0-08-042814-7,9780080428147,Oil Spills First Principles,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780080428147,Book,Elsevier Science Ltd
978-0-08-043199-4,9780080431994,Environmental Contamination in Antarctica,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780080431994,Book,Elsevier Science
978-0-08-043362-2,9780080433622,Handbook of Conceptualization and Treatment of Child Psychopathology,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780080433622,Book,Pergamon
978-0-08-043433-9,9780080434339,International Handbook of Cognitive and Behavioural Treatments for Psychological Disorders,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780080434339,Book,Elsevier Science Ltd
978-0-08-043437-7,9780080434377,Behavior and Cognitive Therapy Today,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780080434377,Book,Pergamon
978-0-08-044040-8,9780080440408,Processes of Fiber Formation,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780080440408,Book,Elsevier Science Ltd
978-0-08-043711-8,9780080437118,Current Advances in Mechanical Design and Production VII,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780080437118,Book,Pergamon
978-0-08-044029-3,9780080440293,Extractive Metallurgy of Copper (Fourth Edition),,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780080440293,Book,Pergamon
978-0-08-043793-4,9780080437934,The Scientific Study of General Intelligence,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780080437934,Book,Pergamon
978-0-08-043886-3,9780080438863,Life Cycle Engineering of Plastics,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780080438863,Book,Elsevier Science Ltd
978-0-08-043890-0,9780080438900,Long Term Durability of Structural Materials,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780080438900,Book,Elsevier Science Ltd
978-0-08-043920-4,9780080439204,Exploring Sustainable Consumption,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780080439204,Book,Pergamon
978-0-08-043938-9,9780080439389,3D Fibre Reinforced Polymer Composites,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780080439389,Book,Elsevier Science
978-0-08-043952-5,9780080439525,Phosphorus-Carbon Heterocyclic Chemistry,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780080439525,Book,Elsevier Science Ltd
978-0-08-044350-8,9780080443508,Analysis of Turbulent Flows,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080443508,Book,Elsevier
978-0-08-043637-1,9780080436371,Fundamentals of Creep in Metals and Alloys,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080436371,Book,Elsevier Science Ltd
978-0-08-044537-3,9780080445373,Multicomponent Phase Diagrams,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080445373,Book,Elsevier
978-0-08-044495-6,9780080444956,Corrosion of Aluminium,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080444956,Book,Elsevier
978-0-08-044374-4,9780080443744,Advanced Free Radical Reactions for Organic Synthesis,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080443744,Book,Elsevier Science
978-0-08-044859-6,9780080448596,Chemistry and Biology of Heparin and Heparan Sulfate,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080448596,Book,Elsevier Science
978-0-08-045030-8,9780080450308,Electricity Market Reform,1571-4985,,,Elsevier Global Energy Policy and Economics Series,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080450308,Book,Elsevier
978-0-08-044508-3,9780080445083,"Fluids, Materials and Microgravity",,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080445083,Book,Elsevier
978-0-08-044510-6,9780080445106,Corrosion Induced By Low-Energy Radionuclides,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080445106,Book,Elsevier
978-0-08-044491-8,9780080444918,Turbulence in Porous Media,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080444918,Book,Elsevier Science Ltd
978-0-08-044527-4,9780080445274,Heat Transfer and Fluid Flow in Minichannels and Microchannels,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080445274,Book,Elsevier Science Ltd
978-0-08-044502-1,9780080445021,Dilute Nitride Semiconductors,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080445021,Book,Elsevier
978-0-08-044545-8,9780080445458,"Composite Structures, Design, Safety and Innovation",,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080445458,Book,Elsevier
978-0-08-044606-6,9780080446066,The Mechanics of Constitutive Modeling,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080446066,Book,Elsevier Science Ltd
978-0-08-044612-7,9780080446127,Handbook of Categorization in Cognitive Science,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080446127,Book,Elsevier Science Ltd
978-0-08-044699-8,9780080446998,Principles of Vapor Deposition of Thin Films,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080446998,Book,Elsevier
978-0-08-044697-4,9780080446974,Nanocrystalline Materials,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080446974,Book,Elsevier Science Ltd
978-0-08-044636-3,9780080446363,Computational Plasticity in Powder Forming Processes,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080446363,Book,Elsevier
978-0-08-044723-0,9780080447230,Diamond Films,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080447230,Book,Elsevier Science Ltd
978-0-08-044462-8,9780080444628,An Introduction to Nuclear Waste Immobilisation,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080444628,Book,Elsevier
978-0-08-044375-1,9780080443751,Nano Plating - Microstructure Formation Theory of Plated Films and a Database of Plated Films,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080443751,Book,Elsevier
978-0-08-044377-5,9780080443775,Superlattice to Nanoelectronics,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080443775,Book,Elsevier
978-0-08-044382-9,9780080443829,Chemistry and Biology of Hyaluronan,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080443829,Book,Elsevier Science Ltd
978-0-08-044412-3,9780080444123,Synthesis of Biaryls,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080444123,Book,Elsevier Science Ltd
978-0-08-044428-4,9780080444284,Sulfuric Acid Manufacture,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080444284,Book,Elsevier
978-0-08-044489-5,9780080444895,The Future of Nuclear Power,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080444895,Book,Elsevier
978-0-08-044463-5,9780080444635,Activated Carbon,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080444635,Book,Elsevier Science Ltd
978-0-08-044474-1,9780080444741,Advances in Synthetic Organic Chemistry and Methods Reported in US Patents,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080444741,Book,Elsevier
978-0-08-044488-8,9780080444888,Variational and Extremum Principles in Macroscopic Systems,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080444888,Book,Elsevier
978-0-08-044475-8,9780080444758,Failure Criteria in Fibre-Reinforced-Polymer Composites,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780080444758,Book,Elsevier
978-0-08-044426-0,9780080444260,Optoelectronic Devices: III Nitrides,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080444260,Book,Elsevier
978-0-08-044939-5,9780080449395,Clocking the Mind,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780080449395,Book,Elsevier Science Ltd
978-0-08-044472-7,9780080444727,Fluorinated Materials for Energy Conversion,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780080444727,Book,Elsevier Science
978-0-12-079028-9,9780120790289,Asthma and COPD,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780120790289,Book,Academic Press
978-0-12-107258-2,9780121072582,The Vaccine Book,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780121072582,Book,Academic Press
978-0-12-080260-9,9780120802609,Seeds,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780120802609,Book,Academic Press
978-0-12-045605-5,9780120456055,Metabolic Maps,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780120456055,Book,Academic Press
978-0-12-088385-1,9780120883851,Rinderpest and Peste des Petits Ruminants,1572-4271,,,Biology of Animal Infections,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120883851,Book,Academic Press
978-0-12-088382-0,9780120883820,Animal Models of Movement Disorders,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120883820,Book,Academic Press
978-0-12-099980-4,9780120999804,Psychological Experiments on the Internet,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780120999804,Book,Academic Press
978-0-12-053641-2,9780120536412,Molecular Biology of B Cells,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780120536412,Book,Academic Press
978-0-12-083475-4,9780120834754,The Eradication of Smallpox,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780120834754,Book,Academic Press
978-0-12-107151-6,9780121071516,Insect Pheromone Biochemistry and Molecular Biology,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780121071516,Book,Academic Press
978-0-12-088253-3,9780120882533,Rivers of North America,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120882533,Book,Academic Press
978-0-12-050340-7,9780120503407,Streams,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780120503407,Book,Academic Press
978-0-12-098651-4,9780120986514,The Parathyroids (Second Edition),,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780120986514,Book,Academic Press
978-0-12-098655-2,9780120986552,The Aging Skeleton,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780120986552,Book,Academic Press
978-0-12-100071-4,9780121000714,Magnetobiology,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780121000714,Book,Academic Press
978-0-12-053642-9,9780120536429,Diagnosis and Management of Ovarian Disorders (Second Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780120536429,Book,Academic Press
978-0-12-048920-6,9780120489206,DNA Technology (Second Edition),,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780120489206,Book,Academic Press
978-0-12-042510-5,9780120425105,Fourier Transform Spectrometry,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780120425105,Book,Academic Press
978-0-12-088554-1,9780120885541,Models of Seizures and Epilepsy,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120885541,Book,Academic Press
978-0-12-064477-3,9780120644773,Environmental Monitoring and Characterization,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780120644773,Book,Academic Press
978-0-12-088772-9,9780120887729,Insect Ecology (Second Edition),,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120887729,Book,Academic Press
978-0-12-072651-6,9780120726516,Anticancer Drug Development,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780120726516,Book,Academic Press
978-0-12-088569-5,9780120885695,The Bone and Mineral Manual (Second Edition),,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120885695,Book,Academic Press
978-0-12-084562-0,9780120845620,Biotechnology (Second Edition),,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780120845620,Book,Academic Press
978-0-12-079027-2,9780120790272,Asthma (Third Edition),,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780120790272,Book,Academic Press
978-0-12-088777-4,9780120887774,Variation,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120887774,Book,Academic Press
978-0-12-073461-0,9780120734610,Chemistry of the Environment (Second Edition),,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780120734610,Book,Academic Press
978-0-12-088786-6,9780120887866,Computational Systems Biology,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120887866,Book,Academic Press
978-0-12-088552-7,9780120885527,Marine Mammals (Second Edition),,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120885527,Book,Academic Press
978-0-12-088524-4,9780120885244,Manual of Pediatric Hematology and Oncology (Fourth Edition),,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120885244,Book,Academic Press
978-0-12-088523-7,9780120885237,Toxicology of Organophosphate & Carbamate Compounds,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120885237,Book,Academic Press
978-0-12-088483-4,9780120884834,Microbial Forensics,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120884834,Book,Academic Press
978-0-12-088487-2,9780120884872,Magnetoelectronics,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780120884872,Book,Academic Press
978-0-12-077030-4,9780120770304,Animal Cognition in Nature,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780120770304,Book,Academic Press
978-0-12-088562-6,9780120885626,Dynamics of Bone and Cartilage Metabolism (Second Edition),,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120885626,Book,Academic Press
978-0-12-065310-2,9780120653102,Ion Channels and Disease,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780120653102,Book,Academic Press
978-0-12-059517-4,9780120595174,The Quinolones (Third Edition),,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780120595174,Book,Academic Press
978-0-12-088393-6,9780120883936,Nutritional Oncology (Second Edition),,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120883936,Book,Academic Press
978-0-12-059781-9,9780120597819,Computing the Brain,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780120597819,Book,Academic Press
978-0-12-092861-3,9780120928613,Handbook of MRI Pulse Sequences,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780120928613,Book,Academic Press
978-0-12-088403-2,9780120884032,Immunopotentiators in Modern Vaccines,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120884032,Book,Academic Press
978-0-12-088566-4,9780120885664,Cognitive Systems - Information Processing Meets Brain Science,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120885664,Book,Academic Press
978-0-12-088773-6,9780120887736,Wildlife Demography,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120887736,Book,Academic Press
978-0-12-088410-0,9780120884100,Handbook of Brain Tumor Chemotherapy,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120884100,Book,Academic Press
978-0-12-095440-7,9780120954407,Medical Biochemistry (Fourth Edition),,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780120954407,Book,Academic Press
978-0-12-088411-7,9780120884117,Success Strategies for Women in Science,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120884117,Book,Academic Press
978-0-12-078141-6,9780120781416,Febrile Seizures,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780120781416,Book,Academic Press
978-0-12-088414-8,9780120884148,Return to the River,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780120884148,Book,Academic Press
978-0-12-066321-7,9780120663217,Thermodynamics and Statistical Mechanics,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780120663217,Book,Academic Press
978-0-12-088796-5,9780120887965,Handbook of Chemical Technology and Pollution Control (Third Edition),,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120887965,Book,Academic Press
978-0-12-088424-7,9780120884247,Scientific Papers and Presentations (Second Edition),,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780120884247,Book,Academic Press
978-0-12-092460-8,9780120924608,Atom Interferometry,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780120924608,Book,Academic Press
978-0-12-226551-8,9780122265518,Principles of Mathematical Modeling (Second Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780122265518,Book,Academic Press
978-0-12-199504-1,9780121995041,Adenoviral Vectors for Gene Therapy,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780121995041,Book,Academic Press
978-0-12-301463-4,9780123014634,The Evolution of the Genome,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780123014634,Book,Academic Press
978-0-12-125831-3,9780121258313,Neurological Disorders (Second Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780121258313,Book,Academic Press
978-0-12-111232-5,9780121112325,Molecular Endocrinology (Third Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780121112325,Book,Academic Press
978-0-12-124140-7,9780121241407,Alkoxo and Aryloxo Derivatives of Metals,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780121241407,Book,Academic Press
978-0-12-319060-4,9780123190604,Bones and Cartilage,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780123190604,Book,Academic Press
978-0-12-179726-3,9780121797263,Fundamentals of Soil Ecology (Second Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780121797263,Book,Academic Press
978-0-12-199370-2,9780121993702,Handbook of Multicultural Mental Health,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780121993702,Book,Academic Press
978-0-12-294860-2,9780122948602,Air-Breathing Fishes,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780122948602,Book,Academic Press
978-0-12-298190-6,9780122981906,Neuropsychological Evaluation of the Older Adult,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780122981906,Book,Academic Press
978-0-12-155089-9,9780121550899,Understanding DNA (Third Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780121550899,Book,Academic Press
978-0-12-183552-1,9780121835521,The Psychology of Media and Politics,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780121835521,Book,Academic Press
978-0-12-183502-6,9780121835026,Bone Disease of Organ Transplantation,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780121835026,Book,Academic Press
978-0-12-371020-8,9780123710208,Biomedical Applications of Microprobe Analysis,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780123710208,Book,Academic Press
978-0-12-372185-3,9780123721853,PCR Applications,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780123721853,Book,Academic Press
978-0-12-161340-2,9780121613402,Quantitative Functional Brain Imaging with Positron Emission Tomography,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780121613402,Book,Academic Press
978-0-12-304990-2,9780123049902,Neuropeptide Y and Drug Development,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780123049902,Book,Academic Press
978-0-12-305560-6,9780123055606,The Adolescent Experience (Fourth Edition),,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780123055606,Book,Academic Press
978-0-12-209036-3,9780122090363,Neurophysiology in Neurosurgery,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780122090363,Book,Academic Press
978-0-12-310920-0,9780123109200,"Peptides: Synthesis, Structures, and Applications",,,,,1995,2007/5/9,https://www.sciencedirect.com/science/book/9780123109200,Book,Academic Press
978-0-12-323841-2,9780123238412,Biogeochemistry of Marine Dissolved Organic Matter,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780123238412,Book,Academic Press
978-0-12-193155-1,9780121931551,Nutrition in the Prevention and Treatment of Disease,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780121931551,Book,Academic Press
978-0-12-186340-1,9780121863401,Creatine and Creatine Phosphate,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780121863401,Book,Academic Press
978-0-12-323448-3,9780123234483,"Ecology, Genetics and Evolution of Metapopulations",,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780123234483,Book,Academic Press
978-0-12-189690-4,9780121896904,Raman Microscopy,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780121896904,Book,Academic Press
978-0-12-205351-1,9780122053511,Genomic Regulatory Systems,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780122053511,Book,Academic Press
978-0-12-160954-2,9780121609542,Mathematical Tools for Applied Multivariate Analysis,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780121609542,Book,Academic Press
978-0-12-311629-1,9780123116291,Fertilization,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780123116291,Book,Academic Press
978-0-12-203456-5,9780122034565,Introduction to Psychoneuroimmunology,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780122034565,Book,Academic Press
978-0-12-319652-1,9780123196521,Fish Nutrition (Third Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780123196521,Book,Academic Press
978-0-12-194851-1,9780121948511,Antigenic Variation,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780121948511,Book,Academic Press
978-0-12-159270-7,9780121592707,Population Dynamics,,,,,1995,2007/5/9,https://www.sciencedirect.com/science/book/9780121592707,Book,Academic Press
978-0-12-219141-1,9780122191411,Modern Cosmology,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780122191411,Book,Academic Press
978-0-12-155210-7,9780121552107,Ancient Marine Reptiles,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780121552107,Book,Academic Press
978-0-12-220751-8,9780122207518,Escherichia Coli,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780122207518,Book,Academic Press
